"race","state","year","office","seat","stname","fips","region","division","pollster","cosponsor1","cosponsor2","n","pop","method","party","end.date","vote.dem","vote.rep","vote.oth","vote.dk","real.dem","real.rep","real.oth","turnout"
"NC:2002:Sen:0","NC","2002","Sen",0,"North Carolina",36,3,5,"VCR","","",600,"Likely.Voters","Phone","Republican",2002-03-27,27,62,0,11,44.96,53.56,1.48,2331181
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",457,"Likely.Voters","IVR","Partisan",2007-12-12,39,51,0,10,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Hart","","",605,"Likely.Voters","Phone","Partisan",2008-09-07,46,48,0,6,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Research2000","DailyKos","",600,"Likely.Voters","Phone","Partisan",2008-04-30,41,48,0,11,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Research2000","DailyKos","",600,"Likely.Voters","Phone","Partisan",2008-10-30,50,45,3,2,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Research2000","DailyKos","",600,"Likely.Voters","Phone","Partisan",2008-07-30,42,50,0,8,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"TelOpinionResearch","Civitas","",600,"Likely.Voters","Phone","Partisan",2008-08-17,41,44,4,11,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Tarrance","","",550,"Likely.Voters","Phone","Partisan",2008-07-09,36,51,6,7,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Research2000","DailyKos","",600,"Likely.Voters","Phone","Partisan",2007-12-18,39,46,0,15,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"GQRR","DemocracyCorps","",852,"Likely.Voters","Phone","Partisan",2008-08-26,50,45,0,6,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",1060,"Likely.Voters","IVR","Partisan",2008-09-19,46,41,6,7,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Anzalone","","",750,"Likely.Voters","Phone","Partisan",2008-10-09,44,39,5,12,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Research2000","DailyKos","",600,"Likely.Voters","Phone","Partisan",2008-10-15,49,45,3,3,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"MasonDixon","","",625,"Likely.Voters","Phone","NonPartisan",2008-10-29,45,46,0,0,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",616,"Likely.Voters","IVR","Partisan",2008-05-09,43,48,0,10,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"SurveyUSA","","",713,"Likely.Voters","IVR","NonPartisan",2008-05-19,46,50,0,4,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Rasmussen","","",700,"Likely.Voters","IVR","NonPartisan",2008-10-08,49,44,0,4,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Research2000","DailyKos","",600,"Likely.Voters","Phone","Partisan",2008-09-10,42,48,0,10,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"SurveyUSA","","",655,"Likely.Voters","IVR","NonPartisan",2008-08-11,41,46,7,5,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"YouGov","","",955,"Registered.Voters","Internet","NonPartisan",2008-11-01,48,42,0,0,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",1196,"Likely.Voters","IVR","Partisan",2008-10-12,46,44,5,5,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"SurveyUSA","","",617,"Likely.Voters","IVR","NonPartisan",2008-10-06,43,44,7,6,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",1041,"Likely.Voters","IVR","Partisan",2008-09-29,46,38,6,10,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2007-12-19,35,55,4,6,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"NationalJournal","Allstate","",402,"Registered.Voters","Phone","NonPartisan",2008-10-27,43,37,7,8,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"CNN","Time","",667,"Likely.Voters","Phone","NonPartisan",2008-10-28,53,44,1,4,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-07-15,43,54,1,2,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"SurveyUSA","","",671,"Likely.Voters","IVR","NonPartisan",2008-09-08,40,48,7,5,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",2100,"Likely.Voters","IVR","Partisan",2008-11-02,51,44,3,1,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",553,"Likely.Voters","IVR","Partisan",2007-07-09,27,43,0,30,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"SurveyUSA","","",627,"Likely.Voters","IVR","NonPartisan",2008-10-20,46,45,5,3,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"TelOpinionResearch","Civitas","",800,"Registered.Voters","Phone","Partisan",2008-05-17,43,45,0,12,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",795,"Likely.Voters","IVR","Partisan",2007-10-30,33,46,0,21,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"TelOpinionResearch","Civitas","",600,"Likely.Voters","Phone","Partisan",2008-10-20,44,41,4,12,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",904,"Likely.Voters","IVR","Partisan",2008-08-23,42,39,5,13,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"SurveyUSA","","",676,"Likely.Voters","IVR","NonPartisan",2008-07-14,42,54,0,4,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Anzalone","","",800,"Likely.Voters","Phone","Partisan",2008-05-21,44,48,0,0,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",762,"Likely.Voters","IVR","Partisan",2008-01-21,35,48,0,17,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"WSOC","","",500,"Likely.Voters","IVR","NonPartisan",2008-10-07,44,43,4,9,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",626,"Likely.Voters","IVR","Partisan",2008-09-09,43,42,6,9,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-04-10,39,52,3,6,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Rasmussen","","",700,"Likely.Voters","IVR","NonPartisan",2008-10-29,52,46,0,2,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-05-08,48,47,2,3,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Rasmussen","","",700,"Likely.Voters","IVR","NonPartisan",2008-09-18,51,45,2,3,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"MasonDixon","","",800,"Registered.Voters","Phone","NonPartisan",2008-10-24,42,46,3,9,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",543,"Likely.Voters","IVR","Partisan",2008-05-29,39,47,0,14,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Anzalone","","",750,"Likely.Voters","Phone","Partisan",2008-09-21,43,38,0,0,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",823,"Likely.Voters","IVR","Partisan",2008-07-27,40,49,4,7,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"TelOpinionResearch","Civitas","",600,"Likely.Voters","Phone","Partisan",2008-10-29,45,43,4,7,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",1038,"Likely.Voters","IVR","Partisan",2008-10-26,48,45,4,3,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"WSOC","","",500,"Likely.Voters","IVR","NonPartisan",2008-10-21,44,43,4,9,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",1048,"Likely.Voters","IVR","Partisan",2008-06-29,37,51,0,12,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"TelOpinionResearch","Civitas","",600,"Likely.Voters","Phone","Partisan",2008-06-13,38,48,1,13,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"InsiderAdvantage","","",614,"Likely.Voters","IVR","NonPartisan",2008-08-19,40,40,7,14,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"ElonUniv","","",411,"General.Population","Phone","NonPartisan",2008-09-16,35,35,0,0,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",686,"Likely.Voters","IVR","Partisan",2008-02-18,33,50,0,18,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-09-23,48,45,0,5,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-06-10,39,53,3,5,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"SurveyUSA","","",682,"Likely.Voters","IVR","NonPartisan",2008-11-02,50,43,5,2,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"Gfk","AP","",601,"Likely.Voters","Phone","NonPartisan",2008-10-26,47,43,7,2,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"TelOpinionResearch","Civitas","",600,"Likely.Voters","Phone","Partisan",2008-10-08,45,42,3,10,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"TelOpinionResearch","Civitas","",600,"Likely.Voters","Phone","Partisan",2008-07-16,38,47,2,14,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",1202,"Likely.Voters","IVR","Partisan",2008-10-05,49,40,5,7,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"PPP","","",1200,"Likely.Voters","IVR","Partisan",2008-10-19,49,42,4,5,52.65,44.18,3.16,4271970
"NC:2008:Sen:0","NC","2008","Sen",0,"North Carolina",36,3,5,"TelOpinionResearch","Civitas","",600,"Likely.Voters","Phone","Partisan",2008-09-20,41,43,5,10,52.65,44.18,3.16,4271970
"ND:2000:Gov:0","ND","2000","Gov",0,"North Dakota",37,2,4,"MinnesotaStateUniv","","",626,"Likely.Voters","Phone","Academic",2000-10-25,46,49,0,5,44.97,55.03,0,289412
"ND:2000:Gov:0","ND","2000","Gov",0,"North Dakota",37,2,4,"MinnesotaStateUniv","","",586,"Likely.Voters","Phone","Academic",2000-10-05,48,42,0,10,44.97,55.03,0,289412
"ND:2000:Gov:0","ND","2000","Gov",0,"North Dakota",37,2,4,"POS","","",500,"Likely.Voters","Phone","Republican",2000-08-31,41,47,0,12,44.97,55.03,0,289412
"ND:2008:Gov:0","ND","2008","Gov",0,"North Dakota",37,2,4,"UnitedTransportationUnion","","",400,"Likely.Voters","Phone","Partisan",NA,19,63,3,15,23.53,74.44,2.03,315692
"ND:2008:Gov:0","ND","2008","Gov",0,"North Dakota",37,2,4,"MontanaStateUniv","The Forum","",606,"Likely.Voters","Phone","NonPartisan",NA,18,73,0,0,23.53,74.44,2.03,315692
"ND:2008:Gov:0","ND","2008","Gov",0,"North Dakota",37,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",NA,28,68,1,3,23.53,74.44,2.03,315692
"ND:2008:Gov:0","ND","2008","Gov",0,"North Dakota",37,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",NA,27,67,1,5,23.53,74.44,2.03,315692
"ND:2008:Gov:0","ND","2008","Gov",0,"North Dakota",37,2,4,"UnitedTransportationUnion","","",504,"Likely.Voters","Phone","Partisan",NA,22,66,1,11,23.53,74.44,2.03,315692
"ND:2000:Pres:0","ND","2000","Pres",0,"North Dakota",37,2,4,"MinnesotaStateUniv","","",586,"Likely.Voters","Phone","Academic",2000-10-05,35,47,3,15,33.05,60.66,6.29,288267
"ND:2000:Pres:0","ND","2000","Pres",0,"North Dakota",37,2,4,"ARG","","",600,"Likely.Voters","Phone","NonPartisan",2000-09-08,35,53,3,10,33.05,60.66,6.29,288267
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"Research2000","DailyKos","",500,"Likely.Voters","Phone","Partisan",2008-07-23,42,45,0,13,44.5,53.15,2.34,317738
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"Research2000","DailyKos","",500,"Likely.Voters","Phone","Partisan",2008-09-17,40,53,0,7,44.5,53.15,2.34,317738
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"UnitedTransportationUnion","","",400,"Likely.Voters","Phone","Partisan",2008-08-27,43,40,5,12,44.5,53.15,2.34,317738
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"SurveyUSA","","",574,"Registered.Voters","IVR","NonPartisan",2008-02-28,46,42,0,12,44.5,53.15,2.34,317738
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"MontanaStateUniv","The Forum","",606,"Likely.Voters","Phone","NonPartisan",2008-10-08,45,43,0,12,44.5,53.15,2.34,317738
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"DakotaWesleyan","","",260,"Registered.Voters","Phone","NonPartisan",2008-04-03,38,44,3,12,44.5,53.15,2.34,317738
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"Research2000","DailyKos","",500,"Likely.Voters","Phone","Partisan",2008-10-29,46,47,3,4,44.5,53.15,2.34,317738
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"YouGov","","",271,"Registered.Voters","Internet","NonPartisan",2008-11-01,43,50,3,4,44.5,53.15,2.34,317738
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"ARG","","",600,"Likely.Voters","Phone","NonPartisan",2008-09-17,43,52,1,4,44.5,53.15,2.34,317738
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"UnitedTransportationUnion","","",504,"Likely.Voters","Phone","Partisan",2008-10-14,44,41,3,12,44.5,53.15,2.34,317738
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-09-08,41,55,1,3,44.5,53.15,2.34,317738
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-07-08,43,43,7,7,44.5,53.15,2.34,317738
"ND:2008:Pres:0","ND","2008","Pres",0,"North Dakota",37,2,4,"Research2000","DailyKos","",500,"Likely.Voters","Phone","Partisan",2008-10-15,45,45,3,7,44.5,53.15,2.34,317738
"ND:2000:Sen:0","ND","2000","Sen",0,"North Dakota",37,2,4,"Hart","","",601,"Likely.Voters","Phone","Democratic",2000-09-13,61,27,0,12,61.37,38.63,0,287539
"ND:2000:Sen:0","ND","2000","Sen",0,"North Dakota",37,2,4,"DHResearch","","",403,"General.Population","Phone","Republican",2000-08-02,51,37,0,12,61.37,38.63,0,287539
"ND:2000:Sen:0","ND","2000","Sen",0,"North Dakota",37,2,4,"Hart","","",562,"Likely.Voters","Phone","Democratic",2000-05-05,61,25,0,14,61.37,38.63,0,287539
"ND:2000:Sen:0","ND","2000","Sen",0,"North Dakota",37,2,4,"MinnesotaStateUniv","","",586,"Likely.Voters","Phone","Academic",2000-10-05,65,24,0,11,61.37,38.63,0,287539
"ND:2000:Sen:0","ND","2000","Sen",0,"North Dakota",37,2,4,"Hart","","",504,"Likely.Voters","Phone","Democratic",2000-06-17,63,27,0,10,61.37,38.63,0,287539
"ND:2000:Sen:0","ND","2000","Sen",0,"North Dakota",37,2,4,"MinnesotaStateUniv","","",626,"Likely.Voters","Phone","Academic",2000-10-25,66,27,0,7,61.37,38.63,0,287539
"ND:2006:Sen:0","ND","2006","Sen",0,"North Dakota",37,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-01-25,59,31,0,0,68.83,29.53,1.65,218152
"NE:2002:Gov:0","NE","2002","Gov",0,"Nebraska",30,2,4,"MidwestSurveyResearch","","",604,"Likely.Voters","Phone","NonPartisan",2002-10-28,20,70,0,10,27.52,68.68,3.8,480991
"NE:2006:Gov:0","NE","2006","Gov",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-09-20,18,72,0,5,24.46,73.4,2.15,593357
"NE:2006:Gov:0","NE","2006","Gov",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-10-16,22,70,0,0,24.46,73.4,2.15,593357
"NE:2006:Gov:0","NE","2006","Gov",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-08-10,18,71,0,0,24.46,73.4,2.15,593357
"NE:2006:Gov:0","NE","2006","Gov",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-07-11,21,66,0,0,24.46,73.4,2.15,593357
"NE:2006:House:1","NE","2006","House",1,"Nebraska",30,2,4,"MomentumAnalysis","","",400,"Likely.Voters","Phone","Democratic",2006-11-02,38,43,0,0,41.64,58.36,0,207375
"NE:2006:House:3","NE","2006","House",3,"Nebraska",30,2,4,"PSB","","",404,"Likely.Voters","Phone","Democratic",2006-10-29,46,40,0,0,45.01,54.99,0,206733
"NE:2006:House:3","NE","2006","House",3,"Nebraska",30,2,4,"PSB","","",405,"Likely.Voters","Phone","Democratic",2006-09-21,31,40,0,0,45.01,54.99,0,206733
"NE:2000:Pres:0","NE","2000","Pres",0,"Nebraska",30,2,4,"ARG","","",600,"Likely.Voters","Phone","NonPartisan",2000-09-10,32,53,3,13,33.25,62.25,4.5,697019
"NE:2000:Pres:0","NE","2000","Pres",0,"Nebraska",30,2,4,"RKM","","",1007,"Registered.Voters","Phone","NonPartisan",2000-10-27,31,56,3,10,33.25,62.25,4.5,697019
"NE:2008:Pres:0","NE","2008","Pres",0,"Nebraska",30,2,4,"SurveyUSA","","",600,"Registered.Voters","IVR","NonPartisan",2008-05-18,40,49,0,11,41.6,56.53,1.87,801281
"NE:2008:Pres:0","NE","2008","Pres",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-09-30,37,56,3,4,41.6,56.53,1.87,801281
"NE:2008:Pres:0","NE","2008","Pres",0,"Nebraska",30,2,4,"YouGov","","",407,"Registered.Voters","Internet","NonPartisan",2008-11-01,38,57,2,3,41.6,56.53,1.87,801281
"NE:2008:Pres:0","NE","2008","Pres",0,"Nebraska",30,2,4,"Research2000","DailyKos","",600,"Likely.Voters","Phone","Partisan",2008-05-21,29,57,0,14,41.6,56.53,1.87,801281
"NE:2008:Pres:0","NE","2008","Pres",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-07-28,36,55,4,5,41.6,56.53,1.87,801281
"NE:2008:Pres:0","NE","2008","Pres",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-06-23,36,52,6,6,41.6,56.53,1.87,801281
"NE:2008:Pres:0","NE","2008","Pres",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-05-15,39,50,6,5,41.6,56.53,1.87,801281
"NE:2008:Pres:0","NE","2008","Pres",0,"Nebraska",30,2,4,"ARG","","",600,"Likely.Voters","Phone","NonPartisan",2008-09-17,34,60,0,5,41.6,56.53,1.87,801281
"NE:2008:Pres:0","NE","2008","Pres",0,"Nebraska",30,2,4,"SurveyUSA","","",623,"Registered.Voters","IVR","NonPartisan",2008-02-28,42,45,0,13,41.6,56.53,1.87,801281
"NE:2008:Pres:2","NE","2008","Pres",2,"Nebraska",30,2,4,"Research2000","DailyKos","",400,"Likely.Voters","Phone","Partisan",2008-10-08,40,53,4,3,49.97,48.75,1.28,NA
"NE:2008:Pres:2","NE","2008","Pres",2,"Nebraska",30,2,4,"Anzalone","","",400,"Likely.Voters","Phone","Partisan",2008-10-15,44,48,0,8,49.97,48.75,1.28,NA
"NE:2008:Pres:2","NE","2008","Pres",2,"Nebraska",30,2,4,"Anzalone","","",600,"Likely.Voters","Phone","Partisan",2008-08-02,42,46,0,0,49.97,48.75,1.28,NA
"NE:2000:Sen:0","NE","2000","Sen",0,"Nebraska",30,2,4,"RKM","","",1007,"Likely.Voters","Phone","NonPartisan",2000-10-27,49,39,0,12,51,48.82,0.18,692350
"NE:2000:Sen:0","NE","2000","Sen",0,"Nebraska",30,2,4,"CooperSecrest","","",806,"Likely.Voters","Phone","Democratic",2000-02-05,60,21,0,19,51,48.82,0.18,692350
"NE:2000:Sen:0","NE","2000","Sen",0,"Nebraska",30,2,4,"HickmanBrown","","",600,"Likely.Voters","Phone","Democratic",2000-08-30,54,39,0,7,51,48.82,0.18,692350
"NE:2000:Sen:0","NE","2000","Sen",0,"Nebraska",30,2,4,"HickmanBrown","","",600,"Likely.Voters","Phone","Democratic",2000-06-15,54,36,0,10,51,48.82,0.18,692350
"NE:2000:Sen:0","NE","2000","Sen",0,"Nebraska",30,2,4,"RKM","","",986,"Registered.Voters","Phone","NonPartisan",2000-09-14,53,33,0,13,51,48.82,0.18,692350
"NE:2000:Sen:0","NE","2000","Sen",0,"Nebraska",30,2,4,"RKM","","",1402,"General.Population","Phone","NonPartisan",2000-03-23,53,22,0,25,51,48.82,0.18,692350
"NE:2000:Sen:0","NE","2000","Sen",0,"Nebraska",30,2,4,"RKM","","",1007,"Registered.Voters","Phone","NonPartisan",2000-10-27,49,37,0,14,51,48.82,0.18,692350
"NE:2000:Sen:0","NE","2000","Sen",0,"Nebraska",30,2,4,"Moore","","",400,"Registered.Voters","Phone","Republican",2000-09-21,44,45,0,11,51,48.82,0.18,692350
"NE:2000:Sen:0","NE","2000","Sen",0,"Nebraska",30,2,4,"CooperSecrest","","",806,"Likely.Voters","Phone","Democratic",2000-02-05,53,30,0,17,51,48.82,0.18,692350
"NE:2002:Sen:0","NE","2002","Sen",0,"Nebraska",30,2,4,"MidwestSurveyResearch","","",604,"Likely.Voters","Phone","NonPartisan",2002-10-28,10,82,0,8,14.64,82.76,2.6,480217
"NE:2006:Sen:0","NE","2006","Sen",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-10-16,54,34,0,0,63.88,36.12,0,592316
"NE:2006:Sen:0","NE","2006","Sen",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-08-10,55,32,0,0,63.88,36.12,0,592316
"NE:2006:Sen:0","NE","2006","Sen",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-07-11,57,31,0,0,63.88,36.12,0,592316
"NE:2006:Sen:0","NE","2006","Sen",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2005-11-16,52,29,0,0,63.88,36.12,0,592316
"NE:2006:Sen:0","NE","2006","Sen",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-09-20,55,32,0,0,63.88,36.12,0,592316
"NE:2006:Sen:0","NE","2006","Sen",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-04-19,54,36,0,0,63.88,36.12,0,592316
"NE:2006:Sen:0","NE","2006","Sen",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2006-05-10,54,35,0,0,63.88,36.12,0,592316
"NE:2008:Sen:0","NE","2008","Sen",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-07-28,34,60,1,5,40.06,57.52,2.42,792511
"NE:2008:Sen:0","NE","2008","Sen",0,"Nebraska",30,2,4,"Research2000","DailyKos","",600,"Likely.Voters","Phone","Partisan",2008-05-21,31,58,0,11,40.06,57.52,2.42,792511
"NE:2008:Sen:0","NE","2008","Sen",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-09-30,38,52,3,6,40.06,57.52,2.42,792511
"NE:2008:Sen:0","NE","2008","Sen",0,"Nebraska",30,2,4,"Rasmussen","","",500,"Likely.Voters","IVR","NonPartisan",2008-06-23,33,60,2,5,40.06,57.52,2.42,792511
"NE:2008:Sen:0","NE","2008","Sen",0,"Nebraska",30,2,4,"Research2000","DailyKos","",600,"Likely.Voters","Phone","Partisan",2007-11-14,28,59,0,13,40.06,57.52,2.42,792511
"NE:2008:Sen:0","NE","2008","Sen",0,"Nebraska",30,2,4,"YouGov","","",407,"Registered.Voters","Internet","NonPartisan",2008-11-01,34,53,0,0,40.06,57.52,2.42,792511
